	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	19	128	162	127	12	3	100.78	2	caught	1	v Sri Lanka	Hambantota	12-Jul-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	20	63	85	68	8	1	92.64	1	caught	1	v Zimbabwe	Bulawayo	17-Aug-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	21	38	54	38	5	0	100	1	caught	1	v Zimbabwe	Bulawayo	19-Aug-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	22	84	91	75	7	2	112	1	caught	2	v Zimbabwe	Bulawayo	21-Aug-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	23	19	47	18	2	0	105.55	1	caught	2	v Australia	Harare	27-Aug-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	24	76	111	76	7	1	100	2	caught	1	v Zimbabwe	Harare	29-Aug-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	25	1	8	5	0	0	20	2	caught	2	v Australia	Harare	02-Sep-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	26	2	4	4	0	0	50	1	caught	1	v Zimbabwe	Harare	04-Sep-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	27	7	12	7	1	0	100	2	caught	2	v Australia	Harare	06-Sep-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	28	9	5	5	2	0	180	1	caught	2	v New Zealand	Mount Maunganui	21-Oct-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	29	26	54	33	3	0	78.78	2	bowled	1	v New Zealand	Mount Maunganui	24-Oct-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	30		131	94	11	0	85.1	1	not out	1	v New Zealand	Hamilton	27-Oct-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	31	2	12	7	0	0	28.57	2	caught	2	v Australia	W.A.C.A	14-Nov-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	32	4	8	8	1	0	50	1	caught	2	v Australia	W.A.C.A	16-Nov-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	33	47	75	53	4	1	88.67	2	caught	2	v Australia	Canberra	19-Nov-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	34	17	62	38	0	0	44.73	1	caught	1	v Australia	Melbourne	21-Nov-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	35	107	168	123	14	0	86.99	2	caught	1	v Australia	Sydney	23-Nov-14	Quinton de Kock	South Africa	Batting					Quinton de Kock
	36	4	6	7	1	0	57.14	1	caught	1	v West Indies	Centurion	28-Jan-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	37	7	16	16	1	0	43.75	1	caught	1	v Zimbabwe	Hamilton	15-Feb-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	38	7	15	15	1	0	46.66	2	caught	2	v India	Melbourne	22-Feb-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	39	12	24	19	3	0	63.15	1	caught	1	v West Indies	Sydney	27-Feb-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	40	1	11	4	0	0	25	2	caught	1	v Ireland	Canberra	03-Mar-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	41	0	1	2	0	0	0	1	caught	2	v Pakistan	Auckland	07-Mar-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	42	26	73	45	2	0	57.77	2	caught	1	v U.A.E.	Wellington	12-Mar-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	43		89	57	12	0	136.84	2	not out	2	v Sri Lanka	Sydney	18-Mar-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	44	14	36	17	2	0	82.35	2	caught	1	v New Zealand	Auckland	24-Mar-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	45	35	59	41	5	0	85.36	1	caught	2	v Bangladesh	Mirpur	10-Jul-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	46	2	18	9	0	0	22.22	2	caught	1	v Bangladesh	Mirpur	12-Jul-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	47	7	11	8	1	0	87.5	1	bowled	1	v Bangladesh	Chattogram	15-Jul-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	48	29	37	33	5	0	87.87	1	caught	1	v India	Kanpur	11-Oct-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	49	34	35	36	5	0	94.44	2	caught	2	v India	Indore	14-Oct-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	50	103	174	118	11	1	87.28	1	run out	1	v India	Rajkot	18-Oct-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	51	43	54	35	6	1	122.85	1	caught	2	v India	Chennai	22-Oct-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	52	109	120	87	17	1	125.28	1	caught	1	v India	Wankhede	25-Oct-15	Quinton de Kock	South Africa	Batting					Quinton de Kock
	53		154	96	12	6	143.75	1	not out	2	v England	Bloemfontein	03-Feb-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	54	22	47	33	4	0	66.66	2	lbw	1	v England	Gqeberha	06-Feb-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	55	135	147	117	16	4	115.38	1	caught	2	v England	Centurion	09-Feb-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	56	27	-	42	4	0	64.28	2	bowled	2	v England	Johannesburg	12-Feb-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	57	4	24	17	1	0	23.52	1	caught	2	v England	Cape Town	14-Feb-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	58	30	44	34	6	0	88.23	1	bowled	1	v West Indies	Providence	03-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	59	18	32	23	2	1	78.26	2	lbw	1	v Australia	Providence	07-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	60	19	33	29	3	0	65.51	1	caught	2	v Australia	Basseterre	11-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	61	71	142	103	6	0	68.93	2	bowled	1	v West Indies	Basseterre	15-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	62		-	5	1	0	100	1	not out	1	v Australia	Bridgetown	19-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	63	6	-	6	1	0	100	2	caught	2	v West Indies	Bridgetown	24-Jun-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	64	82	95	66	8	2	124.24	1	bowled	1	v Ireland	Benoni	25-Sep-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	65	178	142	113	16	11	157.52	1	caught	2	v Australia	Centurion	30-Sep-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	66	22	44	24	2	0	91.66	1	caught	1	v Australia	Johannesburg	02-Oct-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	67	70	86	49	6	2	142.85	1	caught	2	v Australia	Durban	05-Oct-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	68	18	27	14	3	0	128.57	2	caught	2	v Australia	Gqeberha	09-Oct-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	69	12	23	18	0	0	66.66	1	caught	1	v Australia	Cape Town	12-Oct-16	Quinton de Kock	South Africa	Batting					Quinton de Kock
	70	34	56	40	4	0	85	1	caught	2	v Sri Lanka	Gqeberha	28-Jan-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	71	17	50	22	2	0	77.27	2	caught	1	v Sri Lanka	Durban	01-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	72	8	19	11	1	0	72.72	1	bowled	2	v Sri Lanka	Johannesburg	04-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	73	55	78	46	7	2	119.56	2	caught	1	v Sri Lanka	Cape Town	07-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	74	109	111	87	16	0	125.28	1	caught	1	v Sri Lanka	Centurion	10-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	75	69	96	64	9	1	107.81	1	caught	2	v New Zealand	Hamilton	19-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	76	57	104	65	6	0	87.69	2	caught	2	v New Zealand	Christchurch	22-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	77	68	100	70	6	2	97.14	1	caught	1	v New Zealand	Wellington	25-Feb-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	78	0	2	1	0	0	0	2	caught	1	v New Zealand	Hamilton	01-Mar-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	79	6	7	10	1	0	60	1	caught	2	v New Zealand	Auckland	04-Mar-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	80	5	27	13	0	0	38.46	2	caught	2	v England	Leeds	24-May-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	81	98	144	103	11	0	95.14	1	caught	2	v England	Southampton	27-May-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	82	34	64	39	4	0	87.17	2	bowled	2	v England	Lord's	29-May-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	83	23	62	42	2	0	54.76	2	caught	1	v Sri Lanka	The Oval	03-Jun-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	84	33	60	49	2	0	67.34	1	lbw	1	v Pakistan	Birmingham	07-Jun-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	85	53	97	72	4	0	73.61	1	bowled	1	v India	The Oval	11-Jun-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	86		188	145	21	2	115.86	1	not out	2	v Bangladesh	Kimberley	15-Oct-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	87	46	78	61	1	0	75.4	2	lbw	1	v Bangladesh	Paarl	18-Oct-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	88	73	-	68	9	1	107.35	2	caught	1	v Bangladesh	East London	22-Oct-17	Quinton de Kock	South Africa	Batting					Quinton de Kock
	89	34	64	49	4	0	69.38	1	lbw	1	v India	Durban	01-Feb-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	90	20	54	36	2	0	55.55	2	caught	1	v India	Centurion	04-Feb-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	91	47	-	59	4	1	79.66	2	caught	2	v Sri Lanka	Dambulla	29-Jul-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	92	87	-	78	13	1	111.53	1	caught	2	v Sri Lanka	Dambulla	01-Aug-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	93	2	-	8	0	0	25	2	caught	1	v Sri Lanka	Pallekele	05-Aug-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	94	23	-	13	3	1	176.92	1	bowled	2	v Sri Lanka	Pallekele	08-Aug-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	95	54	-	57	7	1	94.73	2	bowled	2	v Sri Lanka	Colombo (RPS)	12-Aug-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	96	47	-	40	7	0	117.5	1	caught	2	v Australia	Perth	04-Nov-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	97	9	-	12	1	0	75	1	caught	2	v Australia	Adelaide	09-Nov-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	98	4	-	7	0	0	57.14	1	caught	1	v Australia	Hobart	11-Nov-18	Quinton de Kock	South Africa	Batting					Quinton de Kock
	99	33	61	36	4	0	91.66	1	run out	2	v Pakistan	Centurion	25-Jan-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	100	0	11	7	0	0	0	2	lbw	1	v Pakistan	Johannesburg	27-Jan-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	101	83	96	58	11	3	143.1	1	caught	2	v Pakistan	Cape Town	30-Jan-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	102	81	107	72	11	0	112.5	1	lbw	2	v Sri Lanka	Johannesburg	03-Mar-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	103	94	92	70	17	1	134.28	1	caught	1	v Sri Lanka	Centurion	06-Mar-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	104	121	131	108	16	2	112.03	1	caught	1	v Sri Lanka	Durban	10-Mar-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	105	51	83	57	6	0	89.47	1	caught	2	v Sri Lanka	Gqeberha	13-Mar-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	106	6	11	14	1	0	42.85	1	caught	2	v Sri Lanka	Cape Town	16-Mar-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	107	68	94	74	6	2	91.89	1	caught	2	v England	The Oval	30-May-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	108	23	41	32	4	0	71.87	1	run out	2	v Bangladesh	The Oval	02-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	109	10	28	17	1	0	58.82	2	caught	1	v India	Southampton	05-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	110		37	21	1	0	80.95	1	not out	1	v West Indies	Southampton	10-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	111	68	84	72	8	0	94.44	2	caught	2	v Afghanistan	Cardiff	15-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	112	5	8	8	1	0	62.5	1	bowled	1	v New Zealand	Birmingham	19-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	113	47	83	60	3	2	78.33	2	caught	2	v Pakistan	Lord's	23-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	114	15	16	16	3	0	93.75	1	bowled	2	v Sri Lanka	Chester-le-Street	28-Jun-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	115	52	78	51	7	0	101.96	2	caught	1	v Australia	Manchester	06-Jul-19	Quinton de Kock	South Africa	Batting					Quinton de Kock
	116	107	152	113	11	1	94.69	1	bowled	2	v England	Cape Town	04-Feb-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	117	11	23	17	0	0	64.7	1	bowled	1	v England	Durban	07-Feb-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	118	69	128	81	5	2	85.18	1	bowled	1	v England	Johannesburg	09-Feb-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	119	15	30	16	1	0	93.75	2	caught	1	v Australia	Paarl	29-Feb-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	120	0	3	2	0	0	0	2	bowled	2	v Australia	Bloemfontein	04-Mar-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	121	26	35	31	2	2	83.87	2	bowled	2	v Australia	Potchefstroom	07-Mar-20	Quinton de Kock	South Africa	Batting					Quinton de Kock
	122	20	31	18	3	1	111.11	2	caught	1	v Pakistan	Centurion	02-Apr-21	Quinton de Kock	South Africa	Batting					Quinton de Kock
	123	80	132	86	10	1	93.02	1	bowled	1	v Pakistan	Johannesburg	04-Apr-21	Quinton de Kock	South Africa	Batting					Quinton de Kock
	124	120	150	91	11	5	131.86	2	caught	1	v Ireland	Dublin (Malahide)	16-Jul-21	Quinton de Kock	South Africa	Batting					Quinton de Kock
	125	27	72	41	2	0	65.85	1	bowled	1	v India	Paarl	19-Jan-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	126	78	98	66	7	3	118.18	2	lbw	2	v India	Paarl	21-Jan-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	127	124	171	130	12	2	95.38	1	caught	1	v India	Cape Town	23-Jan-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	128	62	70	41	9	2	151.21	2	caught	2	v Bangladesh	Johannesburg	20-Mar-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	129	12	31	8	2	0	150	2	caught	1	v Bangladesh	Centurion	23-Mar-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	130	19	27	22	3	0	86.36	2	bowled	1	v England	Chester-le-Street	19-Jul-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	131	5	17	9	1	0	55.55	1	caught	2	v England	Manchester	22-Jul-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	132		105	76	13	0	121.05	2	not out	1	v England	Leeds	24-Jul-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	133	48	107	54	5	0	88.88	2	lbw	1	v India	Lucknow	06-Oct-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	134	5	10	8	1	0	62.5	1	bowled	1	v India	Ranchi	09-Oct-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	135	6	17	10	1	0	60	2	caught	1	v India	Delhi	11-Oct-22	Quinton de Kock	South Africa	Batting					Quinton de Kock
	136	37	64	41	5	1	90.24	1	caught	1	v England	Bloemfontein	27-Jan-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	137	31	50	28	4	1	110.71	1	caught	2	v England	Bloemfontein	29-Jan-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	138	48	-	26	5	3	184.61	1	lbw	2	v West Indies	East London	18-Mar-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	139	9	20	21	2	0	42.85	1	caught	2	v Netherlands	Benoni	31-Mar-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	140	8	37	19	1	0	42.1	1	caught	1	v Netherlands	Johannesburg	02-Apr-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	141	11	35	31	2	0	35.48	1	caught	1	v Australia	Bloemfontein	07-Sep-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	142	45	37	30	6	2	150	1	caught	2	v Australia	Bloemfontein	09-Sep-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	143	82	101	77	10	2	106.49	1	caught	1	v Australia	Potchefstroom	12-Sep-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	144	45	85	64	5	0	70.31	1	caught	1	v Australia	Centurion	15-Sep-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	145	27	51	39	4	0	69.23	1	caught	1	v Australia	Johannesburg	17-Sep-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	146	100	140	84	12	3	119.04	1	caught	1	v Sri Lanka	Delhi	07-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	147	109	147	106	8	5	102.83	1	bowled	1	v Australia	Lucknow	12-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	148	20	28	22	3	0	90.9	2	caught	2	v Netherlands	Dharamsala	17-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	149	4	3	2	1	0	200	1	caught	1	v England	Wankhede	21-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	150	174	192	140	15	7	124.28	1	caught	1	v Bangladesh	Wankhede	24-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	151	24	19	14	5	0	171.42	2	caught	2	v Pakistan	Chennai	27-Oct-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	152	114	176	116	10	3	98.27	1	caught	1	v New Zealand	Pune	01-Nov-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	153	5	9	10	1	0	50	1	bowled	2	v India	Eden Gardens	05-Nov-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	154	41	58	47	2	3	87.23	1	lbw	2	v Afghanistan	Ahmedabad	10-Nov-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	155	3	27	14	0	0	21.42	1	caught	1	v Australia	Eden Gardens	16-Nov-23	Quinton de Kock	South Africa	Batting					Quinton de Kock
	1		32	16	1	1	143.75	6	not out	1	v West Indies	North Sound	22-May-10	David Miller	South Africa	Batting					David Miller
	2		34	19	0	2	136.84	5	not out	1	v West Indies	North Sound	24-May-10	David Miller	South Africa	Batting					David Miller
	3	5	10	9	0	0	55.55	6	caught	1	v West Indies	Roseau	28-May-10	David Miller	South Africa	Batting					David Miller
	4		-	-	-	-	-	-	-	2	v West Indies	Roseau	30-May-10	David Miller	South Africa	Batting					David Miller
	5	51	42	31	5	2	164.51	6	bowled	1	v Zimbabwe	Bloemfontein	15-Oct-10	David Miller	South Africa	Batting					David Miller
	6		-	-	-	-	-	-	-	2	v Zimbabwe	Potchefstroom	17-Oct-10	David Miller	South Africa	Batting					David Miller
	7		28	19	3	1	173.68	6	not out	1	v Zimbabwe	Benoni	22-Oct-10	David Miller	South Africa	Batting					David Miller
	8		-	-	-	-	-	-	-	2	v Pakistan	Abu Dhabi	29-Oct-10	David Miller	South Africa	Batting					David Miller
	9	6	10	10	0	0	60	6	caught	1	v Pakistan	Abu Dhabi	31-Oct-10	David Miller	South Africa	Batting					David Miller
	10	6	7	10	0	0	60	6	bowled	1	v Pakistan	Dubai (DICS)	02-Nov-10	David Miller	South Africa	Batting					David Miller
	11	0	-	1	0	0	0	7	bowled	1	v Pakistan	Dubai (DICS)	05-Nov-10	David Miller	South Africa	Batting					David Miller
	12	9	9	11	0	0	81.81	6	bowled	1	v India	Durban	12-Jan-11	David Miller	South Africa	Batting					David Miller
	13	27	36	28	3	1	96.42	6	caught	2	v India	Johannesburg	15-Jan-11	David Miller	South Africa	Batting					David Miller
	14	11	13	12	0	0	91.66	6	caught	2	v Australia	Centurion	19-Oct-11	David Miller	South Africa	Batting					David Miller
	15	59	68	51	6	1	115.68	6	caught	1	v Australia	Gqeberha	23-Oct-11	David Miller	South Africa	Batting					David Miller
	16		37	22	0	0	50	6	not out	1	v Australia	Durban	28-Oct-11	David Miller	South Africa	Batting					David Miller
	17	14	31	24	0	0	58.33	6	run out	2	v New Zealand	Kimberley	22-Jan-13	David Miller	South Africa	Batting					David Miller
	18	15	22	19	2	0	78.94	6	bowled	2	v New Zealand	Potchefstroom	25-Jan-13	David Miller	South Africa	Batting					David Miller
	19	67	95	77	7	0	87.01	6	lbw	1	v Pakistan	Durban	21-Mar-13	David Miller	South Africa	Batting					David Miller
	20		27	20	1	1	100	6	not out	2	v Pakistan	Benoni	24-Mar-13	David Miller	South Africa	Batting					David Miller
	21	0	3	0	0	0	-	7	run out	2	v India	Cardiff	06-Jun-13	David Miller	South Africa	Batting					David Miller
	22	19	40	24	2	0	79.16	6	caught	1	v Pakistan	Birmingham	10-Jun-13	David Miller	South Africa	Batting					David Miller
	23	38	40	29	1	3	131.03	6	caught	1	v West Indies	Cardiff	14-Jun-13	David Miller	South Africa	Batting					David Miller
	24		98	51	5	2	109.8	7	not out	1	v England	The Oval	19-Jun-13	David Miller	South Africa	Batting					David Miller
	25	14	27	22	0	1	63.63	6	bowled	2	v Sri Lanka	Colombo (RPS)	20-Jul-13	David Miller	South Africa	Batting					David Miller
	26		31	34	1	0	64.7	6	not out	2	v Sri Lanka	Colombo (RPS)	23-Jul-13	David Miller	South Africa	Batting					David Miller
	27		91	72	4	5	118.05	7	not out	1	v Sri Lanka	Pallekele	26-Jul-13	David Miller	South Africa	Batting					David Miller
	28	1	3	3	0	0	33.33	6	bowled	1	v Sri Lanka	Pallekele	28-Jul-13	David Miller	South Africa	Batting					David Miller
	29	0	2	2	0	0	0	7	caught	2	v Sri Lanka	Colombo (RPS)	31-Jul-13	David Miller	South Africa	Batting					David Miller
	30	37	73	51	2	1	72.54	6	caught	1	v Pakistan	Sharjah	30-Oct-13	David Miller	South Africa	Batting					David Miller
	31	11	22	19	0	0	57.89	6	lbw	2	v Pakistan	Dubai (DICS)	01-Nov-13	David Miller	South Africa	Batting					David Miller
	32	34	40	33	4	0	103.03	6	bowled	1	v Pakistan	Abu Dhabi	06-Nov-13	David Miller	South Africa	Batting					David Miller
	33	5	16	10	0	0	50	5	lbw	1	v Pakistan	Abu Dhabi	08-Nov-13	David Miller	South Africa	Batting					David Miller
	34	15	30	25	1	0	60	6	caught	1	v Pakistan	Sharjah	11-Nov-13	David Miller	South Africa	Batting					David Miller
	35	4	20	14	0	0	28.57	7	caught	2	v Pakistan	Cape Town	24-Nov-13	David Miller	South Africa	Batting					David Miller
	36		10	4	0	0	50	7	not out	2	v Pakistan	Gqeberha	27-Nov-13	David Miller	South Africa	Batting					David Miller
	37	24	28	26	3	0	92.3	6	caught	2	v Pakistan	Centurion	30-Nov-13	David Miller	South Africa	Batting					David Miller
	38		3	2	1	0	250	6	not out	1	v India	Johannesburg	05-Dec-13	David Miller	South Africa	Batting					David Miller
	39	0	3	3	0	0	0	5	lbw	1	v India	Durban	08-Dec-13	David Miller	South Africa	Batting					David Miller
	40		56	34	5	3	164.7	6	not out	1	v India	Centurion	11-Dec-13	David Miller	South Africa	Batting					David Miller
	41		30	21	2	2	171.42	6	not out	1	v Sri Lanka	Colombo (RPS)	06-Jul-14	David Miller	South Africa	Batting					David Miller
	42	4	8	8	1	0	50	6	caught	2	v Sri Lanka	Pallekele	09-Jul-14	David Miller	South Africa	Batting					David Miller
	43		8	4	0	0	100	6	not out	1	v Sri Lanka	Hambantota	12-Jul-14	David Miller	South Africa	Batting					David Miller
	44		-	-	-	-	-	-	-	1	v Zimbabwe	Bulawayo	17-Aug-14	David Miller	South Africa	Batting					David Miller
	45	45	56	48	2	2	93.75	6	lbw	1	v Zimbabwe	Bulawayo	19-Aug-14	David Miller	South Africa	Batting					David Miller
	46		11	11	2	0	118.18	5	not out	2	v Zimbabwe	Bulawayo	21-Aug-14	David Miller	South Africa	Batting					David Miller
	47		-	-	-	-	-	-	-	2	v Australia	Harare	27-Aug-14	David Miller	South Africa	Batting					David Miller
	48	0	1	1	0	0	0	5	lbw	1	v Zimbabwe	Harare	29-Aug-14	David Miller	South Africa	Batting					David Miller
	49	3	9	5	0	0	60	6	bowled	2	v Australia	Harare	02-Sep-14	David Miller	South Africa	Batting					David Miller
	50		19	9	1	0	111.11	7	not out	1	v Zimbabwe	Harare	04-Sep-14	David Miller	South Africa	Batting					David Miller
	51		-	-	-	-	-	-	-	2	v Australia	Harare	06-Sep-14	David Miller	South Africa	Batting					David Miller
	52	7	29	10	0	0	70	6	bowled	1	v New Zealand	Mount Maunganui	24-Oct-14	David Miller	South Africa	Batting					David Miller
	53	17	36	29	3	0	58.62	4	bowled	1	v New Zealand	Hamilton	27-Oct-14	David Miller	South Africa	Batting					David Miller
	54	65	83	65	5	1	100	6	caught	2	v Australia	W.A.C.A	14-Nov-14	David Miller	South Africa	Batting					David Miller
	55		42	26	3	0	84.61	7	not out	2	v Australia	W.A.C.A	16-Nov-14	David Miller	South Africa	Batting					David Miller
	56	3	6	6	0	0	50	7	lbw	2	v Australia	Canberra	19-Nov-14	David Miller	South Africa	Batting					David Miller
	57	45	83	61	3	0	73.77	5	caught	1	v Australia	Melbourne	21-Nov-14	David Miller	South Africa	Batting					David Miller
	58	5	22	12	0	0	41.66	5	caught	1	v Australia	Sydney	23-Nov-14	David Miller	South Africa	Batting					David Miller
	59	70	87	68	7	2	102.94	5	caught	1	v West Indies	Durban	16-Jan-15	David Miller	South Africa	Batting					David Miller
	60		2	0	0	0	-	4	not out	1	v West Indies	Johannesburg	18-Jan-15	David Miller	South Africa	Batting					David Miller
	61		-	-	-	-	-	-	-	2	v West Indies	East London	21-Jan-15	David Miller	South Africa	Batting					David Miller
	62		191	133	11	3	97.74	5	not out	1	v West Indies	Gqeberha	25-Jan-15	David Miller	South Africa	Batting					David Miller
	63	23	16	9	2	2	255.55	5	caught	1	v West Indies	Centurion	28-Jan-15	David Miller	South Africa	Batting					David Miller
	64		133	92	7	9	150	5	not out	1	v Zimbabwe	Hamilton	15-Feb-15	David Miller	South Africa	Batting					David Miller
	65	22	45	23	2	0	95.65	5	run out	2	v India	Melbourne	22-Feb-15	David Miller	South Africa	Batting					David Miller
	66	20	21	16	0	0	125	6	caught	1	v West Indies	Sydney	27-Feb-15	David Miller	South Africa	Batting					David Miller
	67		43	23	4	2	200	5	not out	1	v Ireland	Canberra	03-Mar-15	David Miller	South Africa	Batting					David Miller
	68	0	17	13	0	0	0	6	lbw	2	v Pakistan	Auckland	07-Mar-15	David Miller	South Africa	Batting					David Miller
