	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	69	49	75	48	2	0	102.08	5	bowled	1	v U.A.E.	Wellington	12-Mar-15	David Miller	South Africa	Batting					David Miller
	70		-	-	-	-	-	-	-	2	v Sri Lanka	Sydney	18-Mar-15	David Miller	South Africa	Batting					David Miller
	71	49	23	18	6	3	272.22	6	caught	1	v New Zealand	Auckland	24-Mar-15	David Miller	South Africa	Batting					David Miller
	72		-	-	-	-	-	-	-	2	v Bangladesh	Mirpur	10-Jul-15	David Miller	South Africa	Batting					David Miller
	73	9	18	24	0	0	37.5	5	caught	1	v Bangladesh	Mirpur	12-Jul-15	David Miller	South Africa	Batting					David Miller
	74	44	57	51	5	0	86.27	5	caught	1	v Bangladesh	Chattogram	15-Jul-15	David Miller	South Africa	Batting					David Miller
	75	14	21	13	1	0	107.69	5	caught	1	v New Zealand	Centurion	19-Aug-15	David Miller	South Africa	Batting					David Miller
	76	5	15	10	0	0	50	5	caught	1	v New Zealand	Potchefstroom	23-Aug-15	David Miller	South Africa	Batting					David Miller
	77	36	60	37	3	0	97.29	5	caught	1	v New Zealand	Durban	26-Aug-15	David Miller	South Africa	Batting					David Miller
	78	13	37	22	0	0	59.09	5	stumped	1	v India	Kanpur	11-Oct-15	David Miller	South Africa	Batting					David Miller
	79	0	3	1	0	0	0	6	caught	2	v India	Indore	14-Oct-15	David Miller	South Africa	Batting					David Miller
	80	33	57	41	4	0	80.48	2	caught	1	v India	Rajkot	18-Oct-15	David Miller	South Africa	Batting					David Miller
	81	6	10	12	1	0	50	5	lbw	2	v India	Chennai	22-Oct-15	David Miller	South Africa	Batting					David Miller
	82		32	12	3	0	183.33	5	not out	1	v India	Wankhede	25-Oct-15	David Miller	South Africa	Batting					David Miller
	83	14	26	16	2	0	87.5	5	caught	1	v Ireland	Benoni	25-Sep-16	David Miller	South Africa	Batting					David Miller
	84		14	10	1	0	100	5	not out	2	v Australia	Centurion	30-Sep-16	David Miller	South Africa	Batting					David Miller
	85	26	33	17	4	0	152.94	5	caught	1	v Australia	Johannesburg	02-Oct-16	David Miller	South Africa	Batting					David Miller
	86		124	79	10	6	149.36	6	not out	2	v Australia	Durban	05-Oct-16	David Miller	South Africa	Batting					David Miller
	87	39	46	29	4	0	134.48	6	caught	1	v Australia	Cape Town	12-Oct-16	David Miller	South Africa	Batting					David Miller
	88		-	-	-	-	-	-	-	2	v Sri Lanka	Gqeberha	28-Jan-17	David Miller	South Africa	Batting					David Miller
	89		138	98	3	6	119.38	6	not out	1	v Sri Lanka	Durban	01-Feb-17	David Miller	South Africa	Batting					David Miller
	90	28	52	39	3	0	71.79	6	caught	2	v New Zealand	Christchurch	22-Feb-17	David Miller	South Africa	Batting					David Miller
	91	3	10	7	0	0	42.85	6	caught	1	v New Zealand	Wellington	25-Feb-17	David Miller	South Africa	Batting					David Miller
	92	1	4	4	0	0	25	6	caught	1	v New Zealand	Hamilton	01-Mar-17	David Miller	South Africa	Batting					David Miller
	93		45	35	6	2	128.57	6	not out	2	v New Zealand	Auckland	04-Mar-17	David Miller	South Africa	Batting					David Miller
	94	11	13	10	0	1	110	6	caught	2	v England	Leeds	24-May-17	David Miller	South Africa	Batting					David Miller
	95		80	51	5	2	139.21	5	not out	2	v England	Southampton	27-May-17	David Miller	South Africa	Batting					David Miller
	96		-	-	-	-	-	-	-	2	v England	Lord's	29-May-17	David Miller	South Africa	Batting					David Miller
	97	18	34	22	1	1	81.81	5	caught	1	v Sri Lanka	The Oval	03-Jun-17	David Miller	South Africa	Batting					David Miller
	98		155	104	1	3	72.11	5	not out	1	v Pakistan	Birmingham	07-Jun-17	David Miller	South Africa	Batting					David Miller
	99	1	5	3	0	0	33.33	5	run out	1	v India	The Oval	11-Jun-17	David Miller	South Africa	Batting					David Miller
	100		-	-	-	-	-	-	-	2	v Bangladesh	Kimberley	15-Oct-17	David Miller	South Africa	Batting					David Miller
	101	7	9	7	1	0	100	6	caught	1	v India	Durban	01-Feb-18	David Miller	South Africa	Batting					David Miller
	102	0	2	4	0	0	0	5	caught	1	v India	Centurion	04-Feb-18	David Miller	South Africa	Batting					David Miller
	103	25	53	42	1	0	59.52	5	caught	2	v India	Cape Town	07-Feb-18	David Miller	South Africa	Batting					David Miller
	104	39	51	28	4	2	139.28	5	lbw	2	v India	Johannesburg	10-Feb-18	David Miller	South Africa	Batting					David Miller
	105	36	56	51	2	1	70.58	5	bowled	2	v India	Gqeberha	13-Feb-18	David Miller	South Africa	Batting					David Miller
	106	10	-	13	1	0	76.92	6	lbw	2	v Sri Lanka	Dambulla	29-Jul-18	David Miller	South Africa	Batting					David Miller
	107	3	-	5	0	0	60	6	caught	2	v Sri Lanka	Dambulla	01-Aug-18	David Miller	South Africa	Batting					David Miller
	108	51	-	47	5	1	108.51	6	caught	1	v Sri Lanka	Pallekele	05-Aug-18	David Miller	South Africa	Batting					David Miller
	109	21	-	17	0	1	123.52	6	bowled	2	v Sri Lanka	Pallekele	08-Aug-18	David Miller	South Africa	Batting					David Miller
	110		-	1	0	0	200	6	not out	2	v Australia	Perth	04-Nov-18	David Miller	South Africa	Batting					David Miller
	111	51	-	71	3	1	71.83	6	lbw	2	v Australia	Adelaide	09-Nov-18	David Miller	South Africa	Batting					David Miller
	112	139	-	108	13	4	128.7	5	caught	1	v Australia	Hobart	11-Nov-18	David Miller	South Africa	Batting					David Miller
	113		20	12	2	0	133.33	4	not out	1	v Pakistan	Gqeberha	19-Jan-19	David Miller	South Africa	Batting					David Miller
	114	31	37	26	5	0	119.23	5	caught	2	v Pakistan	Durban	22-Jan-19	David Miller	South Africa	Batting					David Miller
	115		-	-	-	-	-	-	-	2	v Pakistan	Centurion	25-Jan-19	David Miller	South Africa	Batting					David Miller
	116	4	15	7	0	0	57.14	6	lbw	1	v Pakistan	Johannesburg	27-Jan-19	David Miller	South Africa	Batting					David Miller
	117		-	-	-	-	-	-	-	2	v Sri Lanka	Johannesburg	03-Mar-19	David Miller	South Africa	Batting					David Miller
	118	25	53	36	1	0	69.44	6	stumped	1	v Sri Lanka	Centurion	06-Mar-19	David Miller	South Africa	Batting					David Miller
	119		82	46	3	0	89.13	5	not out	1	v Sri Lanka	Durban	10-Mar-19	David Miller	South Africa	Batting					David Miller
	120		52	33	1	1	75.75	5	not out	2	v Sri Lanka	Gqeberha	13-Mar-19	David Miller	South Africa	Batting					David Miller
	121	38	62	43	2	0	88.37	4	caught	2	v Bangladesh	The Oval	02-Jun-19	David Miller	South Africa	Batting					David Miller
	122	31	69	40	1	0	77.5	5	caught	1	v India	Southampton	05-Jun-19	David Miller	South Africa	Batting					David Miller
	123		-	-	-	-	-	-	-	1	v West Indies	Southampton	10-Jun-19	David Miller	South Africa	Batting					David Miller
	124		-	-	-	-	-	-	-	2	v Afghanistan	Cardiff	15-Jun-19	David Miller	South Africa	Batting					David Miller
	125	36	55	37	2	1	97.29	6	caught	1	v New Zealand	Birmingham	19-Jun-19	David Miller	South Africa	Batting					David Miller
	126	31	54	37	3	0	83.78	6	bowled	2	v Pakistan	Lord's	23-Jun-19	David Miller	South Africa	Batting					David Miller
	127		-	-	-	-	-	-	-	2	v England	Cape Town	04-Feb-20	David Miller	South Africa	Batting					David Miller
	128		-	-	-	-	-	-	-	1	v England	Durban	07-Feb-20	David Miller	South Africa	Batting					David Miller
	129		90	53	4	4	130.18	6	not out	1	v England	Johannesburg	09-Feb-20	David Miller	South Africa	Batting					David Miller
	130	64	93	70	4	1	91.42	6	caught	1	v Australia	Paarl	29-Feb-20	David Miller	South Africa	Batting					David Miller
	131		47	29	3	0	127.58	6	not out	2	v Australia	Bloemfontein	04-Mar-20	David Miller	South Africa	Batting					David Miller
	132		14	5	0	0	60	6	not out	2	v Australia	Potchefstroom	07-Mar-20	David Miller	South Africa	Batting					David Miller
	133	50	93	56	5	0	89.28	6	caught	1	v Pakistan	Centurion	02-Apr-21	David Miller	South Africa	Batting					David Miller
	134		44	27	3	3	185.18	5	not out	1	v Pakistan	Johannesburg	04-Apr-21	David Miller	South Africa	Batting					David Miller
	135		-	-	-	-	-	-	-	-	v Ireland	Dublin (Malahide)	11-Jul-21	David Miller	South Africa	Batting					David Miller
	136	24	40	27	1	0	88.88	6	caught	2	v Ireland	Dublin (Malahide)	13-Jul-21	David Miller	South Africa	Batting					David Miller
	137	12	34	18	0	1	66.66	5	caught	1	v Netherlands	Centurion	26-Nov-21	David Miller	South Africa	Batting					David Miller
	138		12	2	0	0	100	6	not out	1	v India	Paarl	19-Jan-22	David Miller	South Africa	Batting					David Miller
	139		-	-	-	-	-	-	-	2	v India	Paarl	21-Jan-22	David Miller	South Africa	Batting					David Miller
	140	39	67	38	3	1	102.63	6	caught	1	v India	Cape Town	23-Jan-22	David Miller	South Africa	Batting					David Miller
	141	79	100	57	8	3	138.59	6	stumped	2	v Bangladesh	Centurion	18-Mar-22	David Miller	South Africa	Batting					David Miller
	142		-	-	-	-	-	-	-	2	v Bangladesh	Johannesburg	20-Mar-22	David Miller	South Africa	Batting					David Miller
	143	16	57	31	2	0	51.61	6	caught	1	v Bangladesh	Centurion	23-Mar-22	David Miller	South Africa	Batting					David Miller
	144		24	14	4	0	171.42	5	not out	1	v England	Chester-le-Street	19-Jul-22	David Miller	South Africa	Batting					David Miller
	145	12	21	13	2	0	92.3	6	bowled	2	v England	Manchester	22-Jul-22	David Miller	South Africa	Batting					David Miller
	146		-	-	-	-	-	-	-	1	v England	Leeds	24-Jul-22	David Miller	South Africa	Batting					David Miller
	147		84	63	5	3	119.04	6	not out	1	v India	Lucknow	06-Oct-22	David Miller	South Africa	Batting					David Miller
	148		61	34	4	0	102.94	6	not out	1	v India	Ranchi	09-Oct-22	David Miller	South Africa	Batting					David Miller
	149	7	19	8	1	0	87.5	6	bowled	1	v India	Delhi	11-Oct-22	David Miller	South Africa	Batting					David Miller
	150	53	90	56	4	1	94.64	6	caught	1	v England	Bloemfontein	27-Jan-23	David Miller	South Africa	Batting					David Miller
	151		69	37	2	3	156.75	6	not out	2	v England	Bloemfontein	29-Jan-23	David Miller	South Africa	Batting					David Miller
	152	13	8	7	1	1	185.71	6	caught	2	v England	Kimberley	01-Feb-23	David Miller	South Africa	Batting					David Miller
	153	17	-	17	0	2	100	6	caught	2	v West Indies	Potchefstroom	21-Mar-23	David Miller	South Africa	Batting					David Miller
	154		-	-	-	-	-	-	-	2	v Netherlands	Benoni	31-Mar-23	David Miller	South Africa	Batting					David Miller
	155	91	102	61	6	4	149.18	6	caught	1	v Netherlands	Johannesburg	02-Apr-23	David Miller	South Africa	Batting					David Miller
	156	0	3	2	0	0	0	6	caught	1	v Australia	Bloemfontein	07-Sep-23	David Miller	South Africa	Batting					David Miller
	157	49	74	52	6	0	94.23	6	lbw	2	v Australia	Bloemfontein	09-Sep-23	David Miller	South Africa	Batting					David Miller
	158	8	21	17	0	0	47.05	6	caught	1	v Australia	Potchefstroom	12-Sep-23	David Miller	South Africa	Batting					David Miller
	159		73	45	6	5	182.22	6	not out	1	v Australia	Centurion	15-Sep-23	David Miller	South Africa	Batting					David Miller
	160	63	98	65	4	3	96.92	6	caught	1	v Australia	Johannesburg	17-Sep-23	David Miller	South Africa	Batting					David Miller
	161		36	21	3	2	185.71	6	not out	1	v Sri Lanka	Delhi	07-Oct-23	David Miller	South Africa	Batting					David Miller
	162	17	35	13	1	1	130.76	6	bowled	1	v Australia	Lucknow	12-Oct-23	David Miller	South Africa	Batting					David Miller
	163	43	81	52	4	1	82.69	6	bowled	2	v Netherlands	Dharamsala	17-Oct-23	David Miller	South Africa	Batting					David Miller
	164	5	7	6	1	0	83.33	6	caught	1	v England	Wankhede	21-Oct-23	David Miller	South Africa	Batting					David Miller
	165		26	15	1	4	226.66	6	not out	1	v Bangladesh	Wankhede	24-Oct-23	David Miller	South Africa	Batting					David Miller
	166	29	55	33	2	2	87.87	6	caught	2	v Pakistan	Chennai	27-Oct-23	David Miller	South Africa	Batting					David Miller
	167	53	48	30	2	4	176.66	4	caught	1	v New Zealand	Pune	01-Nov-23	David Miller	South Africa	Batting					David Miller
	168	11	17	11	2	0	100	6	bowled	2	v India	Eden Gardens	05-Nov-23	David Miller	South Africa	Batting					David Miller
	169	24	35	33	1	1	72.72	6	caught	2	v Afghanistan	Ahmedabad	10-Nov-23	David Miller	South Africa	Batting					David Miller
	170	101	138	116	8	5	87.06	6	caught	1	v Australia	Eden Gardens	16-Nov-23	David Miller	South Africa	Batting					David Miller
	171	2	19	7	0	0	28.57	6	caught	1	v India	Johannesburg	17-Dec-23	David Miller	South Africa	Batting					David Miller
	172		-	-	-	-	-	-	-	2	v India	Gqeberha	19-Dec-23	David Miller	South Africa	Batting					David Miller
	173	10	42	20	0	0	50	6	caught	2	v India	Paarl	21-Dec-23	David Miller	South Africa	Batting					David Miller
	174	29	48	39	1	1	74.35	6	caught	2	v Pakistan	Cape Town	19-Dec-24	David Miller	South Africa	Batting					David Miller
	175	3	4	6	0	0	50	6	caught	2	v Pakistan	Johannesburg	22-Dec-24	David Miller	South Africa	Batting					David Miller
	176	14	23	18	1	0	77.77	6	caught	1	v Afghanistan	Karachi	21-Feb-25	David Miller	South Africa	Batting					David Miller
	177		2	2	0	1	350	5	not out	2	v England	Karachi	01-Mar-25	David Miller	South Africa	Batting					David Miller
	178		93	67	10	4	149.25	6	not out	2	v New Zealand	Lahore	05-Mar-25	David Miller	South Africa	Batting					David Miller
	1	66	-	60	4	2	110	4	run out	1	v Bangladesh	East London	22-Oct-17	Aiden Markram	South Africa	Batting					Aiden Markram
	2	9	21	21	0	0	42.85	4	caught	1	v India	Durban	01-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	3	8	15	11	1	0	72.72	3	caught	1	v India	Centurion	04-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	4	32	64	42	2	1	76.19	2	stumped	2	v India	Cape Town	07-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	5	22	30	23	3	0	95.65	1	lbw	2	v India	Johannesburg	10-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	6	32	40	32	4	1	100	2	caught	2	v India	Gqeberha	13-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	7	24	41	30	3	1	80	1	caught	1	v India	Centurion	16-Feb-18	Aiden Markram	South Africa	Batting					Aiden Markram
	8	0	-	1	0	0	0	3	lbw	2	v Sri Lanka	Dambulla	29-Jul-18	Aiden Markram	South Africa	Batting					Aiden Markram
	9	3	-	11	0	0	27.27	3	caught	2	v Sri Lanka	Dambulla	01-Aug-18	Aiden Markram	South Africa	Batting					Aiden Markram
	10	20	-	13	5	0	153.84	3	caught	2	v Sri Lanka	Colombo (RPS)	12-Aug-18	Aiden Markram	South Africa	Batting					Aiden Markram
	11	27	42	38	5	0	71.05	1	caught	2	v Zimbabwe	Kimberley	30-Sep-18	Aiden Markram	South Africa	Batting					Aiden Markram
	12	35	63	49	6	0	71.42	2	caught	1	v Zimbabwe	Bloemfontein	03-Oct-18	Aiden Markram	South Africa	Batting					Aiden Markram
	13	42	46	40	7	0	105	1	lbw	2	v Zimbabwe	Paarl	06-Oct-18	Aiden Markram	South Africa	Batting					Aiden Markram
	14	36	-	32	6	0	112.5	3	bowled	2	v Australia	Perth	04-Nov-18	Aiden Markram	South Africa	Batting					Aiden Markram
	15	19	-	17	2	1	111.76	3	run out	2	v Australia	Adelaide	09-Nov-18	Aiden Markram	South Africa	Batting					Aiden Markram
	16	32	-	42	1	3	76.19	3	caught	1	v Australia	Hobart	11-Nov-18	Aiden Markram	South Africa	Batting					Aiden Markram
	17	29	42	32	3	0	90.62	3	caught	2	v Sri Lanka	Gqeberha	13-Mar-19	Aiden Markram	South Africa	Batting					Aiden Markram
	18		122	75	7	0	89.33	2	not out	2	v Sri Lanka	Cape Town	16-Mar-19	Aiden Markram	South Africa	Batting					Aiden Markram
	19	11	17	12	2	0	91.66	3	caught	2	v England	The Oval	30-May-19	Aiden Markram	South Africa	Batting					Aiden Markram
	20	45	78	56	4	0	80.35	2	bowled	2	v Bangladesh	The Oval	02-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	21	5	16	10	1	0	50	3	caught	1	v West Indies	Southampton	10-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	22		-	-	-	-	-	-	-	2	v Afghanistan	Cardiff	15-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	23	38	74	55	4	0	69.09	4	caught	1	v New Zealand	Birmingham	19-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	24	7	13	16	0	0	43.75	4	bowled	2	v Pakistan	Lord's	23-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	25		-	-	-	-	-	-	-	2	v Sri Lanka	Chester-le-Street	28-Jun-19	Aiden Markram	South Africa	Batting					Aiden Markram
	26	34	51	37	6	1	91.89	1	stumped	1	v Australia	Manchester	06-Jul-19	Aiden Markram	South Africa	Batting					Aiden Markram
	27	19	37	23	3	1	82.6	1	caught	1	v Pakistan	Centurion	02-Apr-21	Aiden Markram	South Africa	Batting					Aiden Markram
	28	39	43	34	4	2	114.7	2	caught	1	v Pakistan	Johannesburg	04-Apr-21	Aiden Markram	South Africa	Batting					Aiden Markram
	29	18	41	21	2	1	85.71	2	caught	2	v Pakistan	Centurion	07-Apr-21	Aiden Markram	South Africa	Batting					Aiden Markram
	30		-	-	-	-	-	-	-	-	v Ireland	Dublin (Malahide)	11-Jul-21	Aiden Markram	South Africa	Batting					Aiden Markram
	31	5	18	13	1	0	38.46	2	caught	2	v Ireland	Dublin (Malahide)	13-Jul-21	Aiden Markram	South Africa	Batting					Aiden Markram
	32	96	136	90	5	4	106.66	2	caught	2	v Sri Lanka	Colombo (RPS)	02-Sep-21	Aiden Markram	South Africa	Batting					Aiden Markram
	33	21	39	29	1	1	72.41	2	caught	1	v Sri Lanka	Colombo (RPS)	04-Sep-21	Aiden Markram	South Africa	Batting					Aiden Markram
	34	2	9	4	0	0	50	2	caught	2	v Sri Lanka	Colombo (RPS)	07-Sep-21	Aiden Markram	South Africa	Batting					Aiden Markram
	35	4	10	11	0	0	36.36	4	run out	1	v India	Paarl	19-Jan-22	Aiden Markram	South Africa	Batting					Aiden Markram
	36		60	41	4	0	90.24	4	not out	2	v India	Paarl	21-Jan-22	Aiden Markram	South Africa	Batting					Aiden Markram
	37	15	33	14	3	0	107.14	4	caught	1	v India	Cape Town	23-Jan-22	Aiden Markram	South Africa	Batting					Aiden Markram
	38	0	5	3	0	0	0	4	caught	2	v Bangladesh	Centurion	18-Mar-22	Aiden Markram	South Africa	Batting					Aiden Markram
	39	77	85	61	9	0	126.22	4	caught	1	v England	Chester-le-Street	19-Jul-22	Aiden Markram	South Africa	Batting					Aiden Markram
	40	0	5	0	0	0	-	4	run out	2	v England	Manchester	22-Jul-22	Aiden Markram	South Africa	Batting					Aiden Markram
	41		39	34	1	0	70.58	4	not out	1	v England	Leeds	24-Jul-22	Aiden Markram	South Africa	Batting					Aiden Markram
	42	0	7	5	0	0	0	4	bowled	1	v India	Lucknow	06-Oct-22	Aiden Markram	South Africa	Batting					Aiden Markram
	43	79	128	89	7	1	88.76	4	caught	1	v India	Ranchi	09-Oct-22	Aiden Markram	South Africa	Batting					Aiden Markram
	44	9	38	19	0	0	47.36	4	caught	1	v India	Delhi	11-Oct-22	Aiden Markram	South Africa	Batting					Aiden Markram
	45	13	32	19	1	0	68.42	4	caught	1	v England	Bloemfontein	27-Jan-23	Aiden Markram	South Africa	Batting					Aiden Markram
	46	49	70	43	3	2	113.95	4	bowled	2	v England	Bloemfontein	29-Jan-23	Aiden Markram	South Africa	Batting					Aiden Markram
	47	39	60	35	1	2	111.42	4	caught	2	v England	Kimberley	01-Feb-23	Aiden Markram	South Africa	Batting					Aiden Markram
	48	25	-	26	3	1	96.15	4	caught	2	v West Indies	Potchefstroom	21-Mar-23	Aiden Markram	South Africa	Batting					Aiden Markram
	49		48	39	7	1	130.76	4	not out	2	v Netherlands	Benoni	31-Mar-23	Aiden Markram	South Africa	Batting					Aiden Markram
	50	175	179	126	17	7	138.88	4	caught	1	v Netherlands	Johannesburg	02-Apr-23	Aiden Markram	South Africa	Batting					Aiden Markram
	51	19	23	14	3	0	135.71	4	caught	1	v Australia	Bloemfontein	07-Sep-23	Aiden Markram	South Africa	Batting					Aiden Markram
	52	3	9	8	0	0	37.5	4	caught	2	v Australia	Bloemfontein	09-Sep-23	Aiden Markram	South Africa	Batting					Aiden Markram
	53		108	74	9	4	137.83	4	not out	1	v Australia	Potchefstroom	12-Sep-23	Aiden Markram	South Africa	Batting					Aiden Markram
	54	8	20	11	0	0	72.72	4	caught	1	v Australia	Centurion	15-Sep-23	Aiden Markram	South Africa	Batting					Aiden Markram
	55	93	130	87	9	3	106.89	4	caught	1	v Australia	Johannesburg	17-Sep-23	Aiden Markram	South Africa	Batting					Aiden Markram
	56	106	84	54	14	3	196.29	4	caught	1	v Sri Lanka	Delhi	07-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	57	56	61	44	7	1	127.27	4	caught	1	v Australia	Lucknow	12-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	58	1	4	3	0	0	33.33	4	bowled	2	v Netherlands	Dharamsala	17-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	59	42	63	44	4	0	95.45	4	caught	1	v England	Wankhede	21-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	60	60	84	69	7	0	86.95	4	caught	1	v Bangladesh	Wankhede	24-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	61	91	151	93	7	3	97.84	4	caught	2	v Pakistan	Chennai	27-Oct-23	Aiden Markram	South Africa	Batting					Aiden Markram
	62		1	1	0	1	600	6	not out	1	v New Zealand	Pune	01-Nov-23	Aiden Markram	South Africa	Batting					Aiden Markram
	63	9	6	6	2	0	150	4	caught	2	v India	Eden Gardens	05-Nov-23	Aiden Markram	South Africa	Batting					Aiden Markram
	64	25	32	32	1	1	78.12	4	caught	2	v Afghanistan	Ahmedabad	10-Nov-23	Aiden Markram	South Africa	Batting					Aiden Markram
	65	10	24	20	2	0	50	4	caught	1	v Australia	Eden Gardens	16-Nov-23	Aiden Markram	South Africa	Batting					Aiden Markram
	66	12	41	21	2	0	57.14	4	bowled	1	v India	Johannesburg	17-Dec-23	Aiden Markram	South Africa	Batting					Aiden Markram
	67		3	2	0	0	100	4	not out	2	v India	Gqeberha	19-Dec-23	Aiden Markram	South Africa	Batting					Aiden Markram
	68	36	41	41	2	1	87.8	4	caught	2	v India	Paarl	21-Dec-23	Aiden Markram	South Africa	Batting					Aiden Markram
	69	2	9	5	0	0	40	3	bowled	1	v Afghanistan	Sharjah	18-Sep-24	Aiden Markram	South Africa	Batting					Aiden Markram
	70	21	66	30	1	0	70	4	bowled	2	v Afghanistan	Sharjah	20-Sep-24	Aiden Markram	South Africa	Batting					Aiden Markram
